epoch,train_loss,val_kl_divergence,val_js_divergence,val_hard_accuracy,val_entropy_correlation,val_entropy_mae,val_eval_loss
1,0.4111022534629991,0.37321123480796814,0.10404332727193832,0.7957526545908807,0.41655853741916077,0.6199510097503662,0.4024918969019805
2,0.3899425869106605,0.3824964463710785,0.10191229730844498,0.8076202373516552,0.41757173781107476,0.57728111743927,0.42305149388785407
3,0.37278261511957134,0.3823968768119812,0.09810124337673187,0.7907557776389756,0.41754934911093455,0.5370948314666748,0.4324894678769725
4,0.3560909261546468,0.3847792446613312,0.10407757759094238,0.7776389756402249,0.40471452563049465,0.5862532258033752,0.42064931457585625
5,0.3366458013253186,0.4008272886276245,0.09866229444742203,0.7845096814490943,0.40604324914529516,0.5182065367698669,0.4598547474730133
6,0.31261047432499545,0.44918662309646606,0.10277272015810013,0.7682698313554028,0.37623480137633336,0.4982146918773651,0.5241658813735046
