epoch,train_loss,val_kl_divergence,val_js_divergence,val_hard_accuracy,val_entropy_correlation,val_entropy_mae,val_eval_loss
1,0.43954152889469617,0.385407954454422,0.09841197729110718,0.7976264834478451,0.4162580487777245,0.5341821312904358,0.38444146248373656
2,0.3836765754246904,0.37613293528556824,0.10202767699956894,0.7707682698313554,0.4191731236548147,0.5775876641273499,0.3750882265296313
3,0.36764642484486104,0.37336641550064087,0.09819341450929642,0.7957526545908807,0.4256084448830905,0.5456864833831787,0.3719750985060588
4,0.34048105578028387,0.39248892664909363,0.09725280851125717,0.7963772642098689,0.40812179333269705,0.5152735710144043,0.390775730704317
5,0.32791019590791837,0.4020458459854126,0.09801512956619263,0.7707682698313554,0.39656984432389675,0.5005350112915039,0.39973751094081617
6,0.3055537431350639,0.43142032623291016,0.09768356382846832,0.7757651467832605,0.3822655382147235,0.47395509481430054,0.42927342623767284
7,0.2815391745778822,0.43986934423446655,0.09888570010662079,0.801998750780762,0.38000348700685993,0.48643556237220764,0.43702678854512694
