epoch,train_loss,val_kl_divergence,val_js_divergence,val_hard_accuracy,val_entropy_correlation,val_entropy_mae,val_eval_loss
1,0.39190126362786415,0.361558198928833,0.11147642135620117,0.6458797327394209,-0.028856444854200625,0.5101560950279236,0.36998828012367774
2,0.370624745423909,0.3590010404586792,0.10968878865242004,0.6993318485523385,0.008479342716791178,0.49339163303375244,0.36787018334043436
3,0.3576077127545296,0.3537120223045349,0.10914114117622375,0.5612472160356348,0.047352417957488485,0.5082493424415588,0.36086713034531165
4,0.3507319600719502,0.3539564907550812,0.10690978914499283,0.5389755011135857,0.09637965857144634,0.4741794764995575,0.36095023977345436
5,0.336701105352228,0.36029142141342163,0.10629386454820633,0.6169265033407573,0.0755952830071677,0.449850469827652,0.36839519081444577
6,0.31780305848245727,0.3762512803077698,0.10684521496295929,0.5634743875278396,0.044737085784278936,0.4089992046356201,0.3839748702172575
7,0.3083796621366061,0.3744750916957855,0.10847247391939163,0.5946547884187082,0.024866388560832363,0.4360654652118683,0.3789226381943144
8,0.2895607104088737,0.3873574733734131,0.11004319787025452,0.5902004454342984,0.020029144357480034,0.4145389497280121,0.39323810256760694
